BSNS_NO,FCLTY_NM,ITEM_CD,ITEM_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,ZIP_NO,TEL_NO,COURSE_NM,COURSE_NO,COURSE_ESTBL_YEAR,COURSE_ESTBL_MT,COURSE_BEGIN_DE,COURSE_END_DE,COURSE_REQST_NMPR_CO,COURSE_PRC
3149202595,우솔태권도,22,태권도,30,대전,30170,서구,대전 서구 가수원동 계룡아파트상가,643번지,30276,0425442659,우솔태권도,168160,2024,10,20241001,20241031,13,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,세계로태권스쿨,169852,2024,09,20240901,20240930,2,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,태권도수강,20246,2024,09,20240901,20240930,4,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,태권도수강,39707,2024,09,20240901,20240930,1,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,세계로 태권스쿨,19792,2024,10,20241001,20241031,2,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,태권도수강,20246,2024,10,20241001,20241031,1,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,태권도수강,39707,2024,10,20241001,20241031,4,100000.00000
3159016803,세계로체육관,22,태권도,43,충북,43110,청주시,충북 청주시 흥덕구 수곡2동 산남주공4단지아파트,상가 세계로태권스쿨,36178,0432840332,태권도수강,39707,2024,11,20241101,20241130,0,100000.00000
3160227742,해동검도,01,검도,44,충남,44210,서산시,충남 서산시 동문동 1~249,193-6 명성빌딩 3층,35680,0416677890,해동검도,167424,2024,09,20240901,20240930,9,100000.00000
3160227742,해동검도,01,검도,44,충남,44210,서산시,충남 서산시 동문동 1~249,193-6 명성빌딩 3층,35680,0416677890,해동검도,167424,2024,10,20241001,20241031,10,100000.00000
3169054358,꿈나무태권도장,22,태권도,44,충남,44210,서산시,"충남 서산시 읍내동 대림,동신 아파트",상가 2층 용인대 꿈나무 태권도장,35675,0416698357,용인대꿈나무태권도장,2286554,2024,09,20240901,20240930,25,100000.00000
3179053653,고려강호체육관,22,태권도,43,충북,43110,청주시,충청북도 청주시 상당구 상당로 219-1,(우암동),36081,0432520155,태권도,339512,2024,09,20240901,20240930,3,100000.00000
3179053653,고려강호체육관,22,태권도,43,충북,43110,청주시,충청북도 청주시 상당구 상당로 219-1,(우암동),36081,0432520155,태권도,339513,2024,09,20240901,20240930,0,100000.00000
3179053653,고려강호체육관,22,태권도,43,충북,43110,청주시,충청북도 청주시 상당구 상당로 219-1,(우암동),36081,0432520155,태권도,339514,2024,09,20240901,20240930,2,100000.00000
3179053653,고려강호체육관,22,태권도,43,충북,43110,청주시,충청북도 청주시 상당구 상당로 219-1,(우암동),36081,0432520155,태권도,339515,2024,09,20240901,20240930,1,100000.00000
4019096807,최우영 인성태권도장,22,태권도,52,전북,52130,군산시,전북 군산시 소룡동 1000~1400,금강골드빌@상가2층,57388,0634632900,최우영인성태권도장,36369,2024,09,20240901,20240930,7,100000.00000
4019096807,최우영 인성태권도장,22,태권도,52,전북,52130,군산시,전북 군산시 소룡동 1000~1400,금강골드빌@상가2층,57388,0634632900,태권도 이론및실기,8657,2024,09,20240901,20240930,2,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,1부,2281539,2024,09,20240901,20240930,5,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,2부,2281540,2024,09,20240901,20240930,4,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,3부,2281542,2024,09,20240901,20240930,4,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,4부,2281543,2024,09,20240901,20240930,20,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,1부,2281539,2024,10,20241001,20241031,5,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,2부,2281540,2024,10,20241001,20241031,3,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,3부,2281542,2024,10,20241001,20241031,8,100000.00000
4029094909,장계부부태권도교육관,22,태권도,52,전북,52740,장수군,전북 장수군 장계면 장계리 중동,306-5,59784,,4부,2281543,2024,10,20241001,20241031,18,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169773,2024,09,20240901,20240930,5,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169775,2024,09,20240901,20240930,3,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169776,2024,09,20240901,20240930,2,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169777,2024,09,20240901,20240930,5,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169778,2024,09,20240901,20240930,2,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169773,2024,10,20241001,20241031,5,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169775,2024,10,20241001,20241031,3,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169776,2024,10,20241001,20241031,1,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169777,2024,10,20241001,20241031,6,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169778,2024,10,20241001,20241031,2,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169777,2024,11,20241101,20241130,6,100000.00000
4029119402,한국부부태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 반월동 남양아파트,상가 2층,56175,0632118999,태권도,169778,2024,11,20241101,20241130,2,100000.00000
4029138127,서신태권도체육관,22,태권도,52,전북,52110,전주시,전북 전주시 완산구 서신동 전룡로 111,,56081,,태권도,2316579,2024,09,20240901,20240930,8,100000.00000
4029138127,서신태권도체육관,22,태권도,52,전북,52110,전주시,전북 전주시 완산구 서신동 전룡로 111,,56081,,태권도,2316579,2024,10,20241001,20241031,8,100000.00000
4029153055,용인대지곡태권도스쿨,22,태권도,52,전북,52110,전주시,전북 전주시 완산구 평화동2가 877~917,301호 (평화동2가),56087,,용인대지곡태권도,742481,2024,09,20240901,20240930,7,100000.00000
4029153055,용인대지곡태권도스쿨,22,태권도,52,전북,52110,전주시,전북 전주시 완산구 평화동2가 877~917,301호 (평화동2가),56087,,용인대지곡태권도,742481,2024,10,20241001,20241031,7,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도,165851,2024,09,20240901,20240930,14,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도 줄넘기,2250825,2024,09,20240901,20240930,0,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도 음악줄넘기 인성교육,8682,2024,09,20240901,20240930,0,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도,165851,2024,10,20241001,20241031,13,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도 줄넘기,2250825,2024,10,20241001,20241031,0,100000.00000
4039038012,인성체육관,22,태권도,52,전북,52140,익산시,전북 익산시 영등동 1~528,267-17 2층,57097,0638567805,태권도 음악줄넘기 인성교육,8682,2024,10,20241001,20241031,0,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,즐거운 태권도(몸과 마음이 즐거운 교육),9953,2024,09,20240901,20240930,3,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,초등부 하이클래스  상위1% 교육,9954,2024,09,20240901,20240930,0,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,자존감up 태권도(성장 점프),9957,2024,09,20240901,20240930,1,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,시범단 및 선수부 주말수련,597,2024,10,20241001,20241031,0,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,행복한 태권도(태권도로 행복을 느낍니다.),9015,2024,10,20241001,20241031,3,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,자신감up  태권도(성장 체조),9951,2024,10,20241001,20241031,0,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,즐거운 태권도(몸과 마음이 즐거운 교육),9953,2024,10,20241001,20241031,3,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,초등부 하이클래스  상위1% 교육,9954,2024,10,20241001,20241031,0,100000.00000
4039507246,용인대 골드 태권도장,22,태권도,52,전북,52140,익산시,전북 익산시 팔봉동 파인골드빌아파트,상가2층,57074,0638322662,자존감up 태권도(성장 점프),9957,2024,10,20241001,20241031,1,100000.00000
4099139807,경연태권도,22,태권도,29,광주,29170,북구,광주 북구 용봉동 851~1148,용봉동 1063-10번지 (용봉동),50084,0625253109,태권도,12906,2024,09,20240901,20240930,1,150000.00000
4099139807,경연태권도,22,태권도,29,광주,29170,북구,광주 북구 용봉동 851~1148,용봉동 1063-10번지 (용봉동),50084,0625253109,태권도,169307,2024,09,20240901,20240930,16,100000.00000
4109184942,태권도효도관,22,태권도,29,광주,29200,광산구,광주 광신구 신가동,1306,50630,0629620770,용인대석사 태권도효도관,1,2024,09,20240901,20240930,2,150000.00000
4109241066,해오름태권도,22,태권도,29,광주,29200,광산구,광주 광산구 운남동 1~510,390번지 2층,50681,0629532067,태권도,2266529,2024,09,20240901,20240930,2,140000.00000
4109243711,일신태권도,22,태권도,29,광주,29140,서구,광주 서구 쌍촌동 일신아파트,(쌍촌동，일신아파트),50275,0623727936,태권도,2317631,2024,09,20240901,20240930,14,100000.00000
4109243711,일신태권도,22,태권도,29,광주,29140,서구,광주 서구 쌍촌동 일신아파트,(쌍촌동，일신아파트),50275,0623727936,태권도,2317631,2024,10,20241001,20241031,13,100000.00000
4110644229,JJ헬스클럽,25,헬스,46,전남,46110,목포시,전남 목포시 상동 887~1013,신흥로 12 (상동),53082,,헬스,162514,2024,09,20240901,20240930,5,95000.00000
4110644229,JJ헬스클럽,25,헬스,46,전남,46110,목포시,전남 목포시 상동 887~1013,신흥로 12 (상동),53082,,헬스,162514,2024,10,20241001,20241031,1,95000.00000
4159066393,세진태권도장,22,태권도,46,전남,46890,완도군,전남 완도군 완도읍 개포리,1272-20,53780,0615526006,태권도,2277527,2024,09,20240901,20240930,8,100000.00000
4159066393,세진태권도장,22,태권도,46,전남,46890,완도군,전남 완도군 완도읍 개포리,1272-20,53780,0615526006,태권도,2277527,2024,10,20241001,20241031,9,100000.00000
4169052441,봉화체육관,22,태권도,46,전남,46150,순천시,전남 순천시 용당동 동아아파트,상가 303호,54076,,태권도,167609,2024,09,20240901,20240930,0,100000.00000
4169052441,봉화체육관,22,태권도,46,전남,46150,순천시,전남 순천시 용당동 동아아파트,상가 303호,54076,,태권도,167609,2024,10,20241001,20241031,8,100000.00000
4169115327,금당챔피온태권스쿨,22,태권도,46,전남,46150,순천시,전남 순천시 조례동 부영5차아파트,상가3층1호,54077,0617215488,태권도수업,2286601,2024,09,20240901,20240930,36,100000.00000
4169115327,금당챔피온태권스쿨,22,태권도,46,전남,46150,순천시,전남 순천시 조례동 부영5차아파트,상가3층1호,54077,0617215488,태권도수업,2286601,2024,10,20241001,20241031,35,100000.00000
4169159854,용인대 태권도장,22,태권도,46,전남,46770,고흥군,전남 고흥군 도양읍 봉암리 3111~4000,3232,54890,0618422256,용인대 태권도장,2344,2024,09,20240901,20240930,14,100000.00000
4169159854,용인대 태권도장,22,태권도,46,전남,46770,고흥군,전남 고흥군 도양읍 봉암리 3111~4000,3232,54890,0618422256,용인대 태권도장,2344,2024,10,20241001,20241031,14,100000.00000
4189039084,용인대미래태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 인후동 아중제일2차@상가2층,,56123,,용인대미래태권도,168296,2024,09,20240901,20240930,28,100000.00000
4189039084,용인대미래태권도,22,태권도,52,전북,52110,전주시,전북 전주시 덕진구 인후동 아중제일2차@상가2층,,56123,,용인대미래태권도,168296,2024,10,20241001,20241031,28,100000.00000
5012253680,서문사우나헬스,25,헬스,27,대구,27110,중구,대구 중구 대신동 125~182,179-4번지,70081,0535219094,헬스+샤워,3435,2024,09,20240901,20240930,1,100000.00000
5012253680,서문사우나헬스,25,헬스,27,대구,27110,중구,대구 중구 대신동 125~182,179-4번지,70081,0535219094,헬스+샤워,3435,2024,10,20241001,20241031,1,100000.00000
5029258089,일성태권도,22,태권도,27,대구,27260,수성구,대구 수성구 수성동1가 621~640,신세계타운상가 203호,70683,0537661285,태권도,994459,2024,09,20240901,20240930,1,100000.00000
5029258089,일성태권도,22,태권도,27,대구,27260,수성구,대구 수성구 수성동1가 621~640,신세계타운상가 203호,70683,0537661285,태권도,173420,2024,10,20241001,20241031,0,100000.00000
5029258089,일성태권도,22,태권도,27,대구,27260,수성구,대구 수성구 수성동1가 621~640,신세계타운상가 203호,70683,0537661285,태권도,994459,2024,10,20241001,20241031,1,100000.00000
5029258089,일성태권도,22,태권도,27,대구,27260,수성구,대구 수성구 수성동1가 621~640,신세계타운상가 203호,70683,0537661285,태권도,994459,2024,11,20241101,20241130,1,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,168616,2024,09,20240901,20240930,1,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,673457,2024,09,20240901,20240930,5,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,674461,2024,09,20240901,20240930,2,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,675457,2024,09,20240901,20240930,2,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,676457,2024,09,20240901,20240930,2,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,673457,2024,10,20241001,20241031,5,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,674461,2024,10,20241001,20241031,2,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,675457,2024,10,20241001,20241031,0,100000.00000
5029271909,국가대표부성태권도,22,태권도,27,대구,27260,수성구,대구광역시 수성구 범어로 82-2,(범어동),70682,0537545609,태권도,676457,2024,10,20241001,20241031,2,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱/음악줄넘기,11371,2024,09,20240901,20240930,0,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,173102,2024,09,20240901,20240930,7,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,2848,2024,09,20240901,20240930,2,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱/음악줄넘기,11371,2024,10,20241001,20241031,0,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,173102,2024,10,20241001,20241031,8,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,2848,2024,10,20241001,20241031,2,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱/음악줄넘기,11371,2024,11,20241101,20241130,0,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,173102,2024,11,20241101,20241130,3,100000.00000
5032445050,대덕합기도,75,합기도,27,대구,27170,서구,대구 서구 평리4동 1200~1223,1216-1번지,70384,,합기도/킥복싱,2848,2024,11,20241101,20241130,2,100000.00000
5039180933,호키스피드 체육관,22,태권도,27,대구,27290,달서구,대구 달서구 죽전동 217~410,,70416,0535230555,스포츠바우처,1,2024,09,20240901,20240930,55,100000.00000
5039180933,호키스피드 체육관,22,태권도,27,대구,27290,달서구,대구 달서구 죽전동 217~410,,70416,0535230555,스포츠바우처,1,2024,10,20241001,20241031,53,100000.00000
5039188099,용인대성서태권도,22,태권도,27,대구,27290,달서구,대구 달서구 이곡1동 성서2차화성타운,상가 2층 201호 성서 태권도,70473,,태권도&amp;줄넘기,537497,2024,09,20240901,20240930,8,100000.00000
5039188099,용인대성서태권도,22,태권도,27,대구,27290,달서구,대구 달서구 이곡1동 성서2차화성타운,상가 2층 201호 성서 태권도,70473,,태권도&amp;줄넘기,537497,2024,10,20241001,20241031,0,100000.00000
5049153803,정승훈태권도단,22,태권도,27,대구,27230,북구,대구 북구 서변동 1501~1800,1751-14번지 2층,70289,0539557677,태권도,823462,2024,09,20240901,20240930,16,100000.00000
5049153803,정승훈태권도단,22,태권도,27,대구,27230,북구,대구 북구 서변동 1501~1800,1751-14번지 2층,70289,0539557677,태권도,823462,2024,10,20241001,20241031,13,100000.00000
5139052096,형곡체육관,22,태권도,47,경북,47190,구미시,경북 구미시 형곡동 2845-14,,73004,,태권도(100000원),168764,2024,09,20240901,20240930,20,100000.00000
5139052096,형곡체육관,22,태권도,47,경북,47190,구미시,경북 구미시 형곡동 2845-14,,73004,,태권도(100000원),168764,2024,10,20241001,20241031,20,100000.00000
5149134142,계명대효신태권도장,22,태권도,27,대구,27290,달서구,대구 달서구 상인3동 1547~1562,,70481,,태권도강습,1,2024,09,20240901,20240930,4,100000.00000
5149134142,계명대효신태권도장,22,태권도,27,대구,27290,달서구,대구 달서구 상인3동 1547~1562,,70481,,태권도강습,1,2024,10,20241001,20241031,5,100000.00000
5159077069,경산제1  태권도장,22,태권도,47,경북,47290,경산시,경북 경산시 진량읍 부기리 창신무학아파트,상가202호,71273,0538516699,태권도,157,2024,09,20240901,20240930,2,100000.00000
5159077069,경산제1  태권도장,22,태권도,47,경북,47290,경산시,경북 경산시 진량읍 부기리 창신무학아파트,상가202호,71273,0538516699,태권도,35944,2024,09,20240901,20240930,3,100000.00000
5159077069,경산제1  태권도장,22,태권도,47,경북,47290,경산시,경북 경산시 진량읍 부기리 창신무학아파트,상가202호,71273,0538516699,태권도,157,2024,10,20241001,20241031,1,100000.00000
5159077069,경산제1  태권도장,22,태권도,47,경북,47290,경산시,경북 경산시 진량읍 부기리 창신무학아파트,상가202호,71273,0538516699,태권도,35944,2024,10,20241001,20241031,3,100000.00000
5159501924,천마체육관,22,태권도,47,경북,47290,경산시,경남 경산시 압량면 부적리,388-4,71282,0538171082,태권도 수련,14530,2024,09,20240901,20240930,1,100000.00000
5159501924,천마체육관,22,태권도,47,경북,47290,경산시,경남 경산시 압량면 부적리,388-4,71282,0538171082,태권도교실,2,2024,09,20240901,20240930,1,150000.00000
5159501924,천마체육관,22,태권도,47,경북,47290,경산시,경남 경산시 압량면 부적리,388-4,71282,0538171082,태권도 수련,14530,2024,10,20241001,20241031,1,100000.00000
5739100336,비호체육관,22,태권도,41,경기,41500,이천시,경기도 이천시 부발읍 황무로2065번길 72-23,72-34,17405,0316357776,태권도,1571480,2024,09,20240901,20240930,2,100000.00000
5739100336,비호체육관,22,태권도,41,경기,41500,이천시,경기도 이천시 부발읍 황무로2065번길 72-23,72-34,17405,0316357776,태권도,1571480,2024,10,20241001,20241031,2,100000.00000
6029068165,영도동아태권도,22,태권도,26,부산,26200,영도구,부산 영도구 청학1동 423~431,(청학동),60682,0514160160,태권도,2321645,2024,09,20240901,20240930,1,100000.00000
6039095122,백룡태권도,22,태권도,26,부산,26380,사하구,부산 사하구 괴정4동 550~553,,60481,0512922555,백룡태권도,1827458,2024,09,20240901,20240930,8,100000.00000
6039095122,백룡태권도,22,태권도,26,부산,26380,사하구,부산 사하구 괴정4동 550~553,,60481,0512922555,백룡태권도,2285532,2024,09,20240901,20240930,4,140000.00000
6039095122,백룡태권도,22,태권도,26,부산,26380,사하구,부산 사하구 괴정4동 550~553,,60481,0512922555,백룡태권도,627461,2024,09,20240901,20240930,1,140000.00000
6059591296,경호태권도스쿨,22,태권도,26,부산,26230,부산진구,부산 부산진구 당감1동 887~891,(당감동),61481,0518975847,태권도,2343701,2024,09,20240901,20240930,4,100000.00000
6059591296,경호태권도스쿨,22,태권도,26,부산,26230,부산진구,부산 부산진구 당감1동 887~891,(당감동),61481,0518975847,태권도,2343701,2024,10,20241001,20241031,4,100000.00000
6059591296,경호태권도스쿨,22,태권도,26,부산,26230,부산진구,부산 부산진구 당감1동 887~891,(당감동),61481,0518975847,태권도,2343701,2024,11,20241101,20241130,1,100000.00000
6059622608,더 위너스 태권도장,22,태권도,52,전북,52110,전주시,전라북도 전주시 덕진구 덕용4길 9-6,2층 더 위너스태권도장(동산동),54848,,더위너스태권도,1368457,2024,10,20241001,20241031,5,100000.00000
6069129477,정무태권도,22,태권도,26,부산,26530,사상구,부산 사상구 괘법동 동원아파트,상가4층 정무 체육관,61775,0513253280,정무태권도,2339630,2024,09,20240901,20240930,11,150000.00000
6069129477,정무태권도,22,태권도,26,부산,26530,사상구,부산 사상구 괘법동 동원아파트,상가4층 정무 체육관,61775,0513253280,정무태권도,2339630,2024,10,20241001,20241031,11,150000.00000
6079147366,대한체육관,22,태권도,26,부산,26260,동래구,부산 동래구 온천3동 쇠미로 132,2층,60784,,태권도,171442,2024,09,20240901,20240930,10,100000.00000
6079147366,대한체육관,22,태권도,26,부산,26260,동래구,부산 동래구 온천3동 쇠미로 132,2층,60784,,태권도,359457,2024,09,20240901,20240930,15,100000.00000
6079147366,대한체육관,22,태권도,26,부산,26260,동래구,부산 동래구 온천3동 쇠미로 132,2층,60784,,태권도,171442,2024,10,20241001,20241031,6,100000.00000
6089054655,조완수무예스쿨,22,태권도,48,경남,48730,함안군,경남 함안군 가야읍 말산리 446~636,454-6번지 2층 조완수무예스쿨,63780,,태권도,15476,2024,09,20240901,20240930,5,100000.00000
6089054655,조완수무예스쿨,22,태권도,48,경남,48730,함안군,경남 함안군 가야읍 말산리 446~636,454-6번지 2층 조완수무예스쿨,63780,,조완수,16010,2024,09,20240901,20240930,2,130000.00000
6089054655,조완수무예스쿨,22,태권도,48,경남,48730,함안군,경남 함안군 가야읍 말산리 446~636,454-6번지 2층 조완수무예스쿨,63780,,태권도,15476,2024,10,20241001,20241031,5,100000.00000
6089054655,조완수무예스쿨,22,태권도,48,경남,48730,함안군,경남 함안군 가야읍 말산리 446~636,454-6번지 2층 조완수무예스쿨,63780,,조완수,16010,2024,10,20241001,20241031,2,130000.00000
6089080018,마산고려도장,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 상남동,서광아파트상가 3층,63105,0552429152,태권도,2339709,2024,09,20240901,20240930,9,100000.00000
6089080018,마산고려도장,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 상남동,서광아파트상가 3층,63105,0552429152,태권도,2339709,2024,10,20241001,20241031,9,100000.00000
6089091306,황제도장,22,태권도,48,경남,48730,함안군,경남 함안군 칠서면 무릉리 에이스아파트,"에이스상가 307,8호",63770,0555877123,"품새, 겨루기",2347544,2024,09,20240901,20240930,4,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169921,2024,09,20240901,20240930,3,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169923,2024,09,20240901,20240930,4,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169941,2024,09,20240901,20240930,4,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,979457,2024,09,20240901,20240930,1,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,980459,2024,09,20240901,20240930,2,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169921,2024,10,20241001,20241031,3,100000.00000
