BSNS_NO,FCLTY_NM,ITEM_CD,ITEM_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,ZIP_NO,TEL_NO,COURSE_NM,COURSE_NO,COURSE_ESTBL_YEAR,COURSE_ESTBL_MT,COURSE_BEGIN_DE,COURSE_END_DE,COURSE_REQST_NMPR_CO,COURSE_PRC
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169923,2024,10,20241001,20241031,4,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,169941,2024,10,20241001,20241031,4,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,979457,2024,10,20241001,20241031,1,100000.00000
6089160187,백로체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 내서읍 중리,백로상가405호,63085,0552322077,태권도 이론과 실기,980459,2024,10,20241001,20241031,2,100000.00000
6089161944,연무체육관,22,태권도,48,경남,48740,창녕군,경남 창녕군 창년읍,교하리44-13,63580,,연무태권도,2250638,2024,09,20240901,20240930,7,100000.00000
6089164960,북마산동양체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산합포구 회원동,359-11,63004,,태권도,2283685,2024,09,20240901,20240930,27,100000.00000
6089164960,북마산동양체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산합포구 회원동,359-11,63004,,태권도,2283685,2024,10,20241001,20241031,25,100000.00000
6092331648,택견,03,기타종목,48,경남,48120,창원시,경남 창원시 진해구 경화동 744~851,832-1번지,64580,,택견,170274,2024,09,20240901,20240930,1,100000.00000
6098207688,창원시설공단 성산스포츠센터,12,수영,48,경남,48120,창원시,경상남도 창원시 의창구 원이대로 450,창원시설공단(두대동),51411,0557120114,수영자유이용(일반),1050,2024,10,20241002,20241002,0,55000.00000
6098207688,창원시설공단 성산스포츠센터,79,필라테스,48,경남,48120,창원시,경상남도 창원시 의창구 원이대로 450,창원시설공단(두대동),51411,0557120114,기구 필라테스(토),1121,2024,10,20241002,20241002,1,100000.00000
6098207688,창원시설공단 성산스포츠센터,25,헬스,48,경남,48120,창원시,경상남도 창원시 의창구 원이대로 450,창원시설공단(두대동),51411,0557120114,헬스(평일 오전 B),3367533,2024,10,20241002,20241002,1,40000.00000
6109071716,역도산체육관,22,태권도,31,울산,31140,남구,울산 남구 달동 628~650,630-24,68080,0522730961,태권도,995457,2024,09,20240901,20240930,10,100000.00000
6109071716,역도산체육관,22,태권도,31,울산,31140,남구,울산 남구 달동 628~650,630-24,68080,0522730961,태권도,995457,2024,10,20241001,20241031,10,100000.00000
6109071716,역도산체육관,22,태권도,31,울산,31140,남구,울산 남구 달동 628~650,630-24,68080,0522730961,태권도,995457,2024,11,20241101,20241130,8,100000.00000
6109183320,신화태권도스쿨,22,태권도,31,울산,31140,남구,울산 남구 삼산동 세양청구아파트,상가4층 403호 신화태권도스쿨,68076,0522572021,신화태권도스쿨,1,2024,09,20240901,20240930,2,100000.00000
6139062157,한울체육관,22,태권도,48,경남,48170,진주시,경남 진주시 평거동 206~747,733-2번지(평거농협3층),66099,0557460822,한울체육관,13182,2024,09,20240901,20240930,1,140000.00000
6139062157,한울체육관,22,태권도,48,경남,48170,진주시,경남 진주시 평거동 206~747,733-2번지(평거농협3층),66099,0557460822,한울체육관,282790,2024,09,20240901,20240930,8,100000.00000
6139062157,한울체육관,22,태권도,48,경남,48170,진주시,경남 진주시 평거동 206~747,733-2번지(평거농협3층),66099,0557460822,한울체육관,13182,2024,10,20241001,20241031,1,140000.00000
6139062157,한울체육관,22,태권도,48,경남,48170,진주시,경남 진주시 평거동 206~747,733-2번지(평거농협3층),66099,0557460822,한울체육관,282790,2024,10,20241001,20241031,8,100000.00000
6139137752,화랑제33체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 중앙동2가,경동메르빌 상가 3층,63142,0552231210,태권도,2700,2024,09,20240901,20240930,8,100000.00000
6139137752,화랑제33체육관,22,태권도,48,경남,48120,창원시,경남 창원시 마산구 중앙동2가,경동메르빌 상가 3층,63142,0552231210,태권도,2700,2024,10,20241001,20241031,8,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도,193536,2024,09,20240901,20240930,2,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도,193538,2024,09,20240901,20240930,3,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도수련,307461,2024,09,20240901,20240930,2,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도,193536,2024,10,20241001,20241031,2,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도,193538,2024,10,20241001,20241031,3,100000.00000
6159109631,동양태권도스쿨,22,태권도,48,경남,48250,김해시,경남 김해시 삼정동 589~870,643-12,62191,0553383265,태권도수련,307461,2024,10,20241001,20241031,2,100000.00000
6159137632,현인태권도,22,태권도,48,경남,48250,김해시,경남 김해시 어방동 동원아파트 상가,B-117호,62175,0553219283,태권도실기수업,166956,2024,09,20240901,20240930,37,100000.00000
6159137632,현인태권도,22,태권도,48,경남,48250,김해시,경남 김해시 어방동 동원아파트 상가,B-117호,62175,0553219283,태권도실기수업,166956,2024,10,20241001,20241031,36,100000.00000
6201287352,해동검도 문현도장,01,검도,31,울산,31170,동구,울산 동구 방어동 935~1381,1136-3번지2층해동검도,68280,0522016665,"강좌명(해동검도 100,000원)",2289560,2024,09,20240901,20240930,5,100000.00000
6201287352,해동검도 문현도장,01,검도,31,울산,31170,동구,울산 동구 방어동 935~1381,1136-3번지2층해동검도,68280,0522016665,"강좌명(해동검도 100,000원)",2289560,2024,10,20241001,20241031,5,100000.00000
6201287352,해동검도 문현도장,01,검도,31,울산,31170,동구,울산 동구 방어동 935~1381,1136-3번지2층해동검도,68280,0522016665,"강좌명(해동검도 100,000원)",2289560,2024,11,20241101,20241130,1,100000.00000
6349201622,한국체대 가온 태권도장,22,태권도,41,경기,41220,평택시,경기도 평택시 고덕면 고덕갈평5길 32,7층 703호 한국체대 가온 태권도장,18008,,태권도,2297596,2024,09,20240901,20240930,3,100000.00000
6349201622,한국체대 가온 태권도장,22,태권도,41,경기,41220,평택시,경기도 평택시 고덕면 고덕갈평5길 32,7층 703호 한국체대 가온 태권도장,18008,,태권도,2297596,2024,10,20241001,20241031,3,100000.00000
6349201622,한국체대 가온 태권도장,22,태권도,41,경기,41220,평택시,경기도 평택시 고덕면 고덕갈평5길 32,7층 703호 한국체대 가온 태권도장,18008,,태권도,906503,2024,10,20241001,20241031,0,170000.00000
8839900597,신월익스트림태권도,22,태권도,11,서울,11470,양천구,서울특별시 양천구 가로공원로 106,2층 신월익스트림태권도(신월동),07910,0226969397,신월익스트림태권도,499461,2024,10,20241001,20241031,13,100000.00000
